"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
2602,665489,"Guerrero Jr., Vladimir",2602,100,0.323,0.221,0.342,0.544,0.398,0.408,0.321,199,616,93.8,7.4,2267,90.2,90.38,268,1249,1352,0.20000000000000284,6.47,108,151,124,147,305,328,294,"-52.204","52.204","74.6","7.7",685,524,124,44,1,30,96,14,60,8.8,2.18773,0.65857,0.40917,0.13929,"93.8",156,54.770992366412216,13.740458015267176,10.510948905109489,5.73,-1.07,0.16,2.36,0.385,72,"2.006302844",0.384,0.567,"-2.006302844",0.002,0.0010000000000000009,-0.023,-0.01,21.5,"37.4",2.9995231902212387,0.3350019447343908,28.630389171838655,0.3634782608695652,38.48100439783445,31.969025740880102
2600,677951,"Witt Jr., Bobby",2600,100,0.332,0.256,0.354,0.588,0.41,0.407,0.315,211,636,92.7,15.1,2289,89.2,89.62,296,1330,1270,0.3999999999999915,6.46,108,150,120,146,311,328,296,"-57.23","57.23","73.2","7.0",700,538,123,45,11,32,106,15.1,48,6.9,2.315,0.58221,0.19924,0.07073,"93.2",178,48.3271375464684,14.312267657992564,11,5.79,-1.08,0.37,2.28,0.381,77,"2.201153846",0.37,0.577,"-2.201153846",0.017,0.01100000000000001,0.011,0.003,22.3,"40.6",5.246859528456394,-0.5251607934418879,29.612026637828592,0.45775225594749797,34.546792703554026,28.508673810413686
2599,621493,"Ward, Taylor",2599,100,0.246,0.179,0.294,0.426,0.325,0.344,0.251,144,585,90.9,17.4,2305,89.2,89.34,287,1124,1475,0.09999999999999432,6.41,107,151,121,146,307,324,295,"-7.406","7.406","68.0","7.0",663,430,91,26,2,25,163,24.6,63,9.5,2.31736,0.59255,0.23287,0.07762,"91.8",179,42.32558139534884,13.023255813953488,8.446455505279035,5.81,-1.17,0.24,2.35,0.323,56,"0.284955752",0.331,0.458,"-0.284955752",-0.005,-0.008000000000000007,-0.032,-0.019,25.5,"38.3",8.83185393834303,1.246164700032517,31.267900504645525,0.4918190567853705,37.450592118319804,30.790617233880933
2593,668939,"Rutschman, Adley",2593,100,0.25,0.14,0.272,0.391,0.309,0.315,0.255,143,571,88.2,18.8,2214,89.2,89.38,197,1153,1440,0.20000000000000284,6.45,114,147,125,150,298,325,297,"-0.012","0.012","67.5","6.9",635,475,102,21,1,19,103,16.2,55,8.7,2.33756,0.58801,0.37316,-0.37316,"91.4",169,36.63157894736842,6.105263157894736,4.566929133858268,5.73,-0.8,-0.14,2.32,0.315,29,"0.000462784",0.322,0.393,"-0.000462784",-0.005,-0.007000000000000006,-0.002,-0.006,17.1,"38.3",10.191049009761299,-2.1594976672797164,36.272002138175026,0.461044912923923,35.53907336433889,26.943330584708107
2534,666969,"García, Adolis",2534,100,0.224,0.176,0.273,0.4,0.296,0.306,0.227,130,580,91,15,2257,89.7,89.86,452,1319,1215,0.20000000000000284,6.42,107,152,123,146,308,329,297,"11.178","-11.178","70.3","7.8",635,409,78,27,0,25,177,27.9,43,6.8,2.21787,0.65996,0.37303,0.11222,"92.2",164,48.16625916870416,12.469437652811736,8.031496062992126,5.74,-0.86,0.21,2.36,0.282,51,"-0.441120758",0.286,0.413,"0.441120758",-0.003,-0.0040000000000000036,-0.013,-0.01,34.3,"37.9",9.834365171866247,-0.8231194272934607,29.185297959022417,0.5692182410423453,36.652361443409745,31.927328355865484
2514,663728,"Raleigh, Cal",2514,100,0.22,0.216,0.251,0.436,0.323,0.346,0.233,120,546,91,21.2,2211,88.9,89.13,407,1315,1199,0.19999999999998863,6.42,111,146,123,150,297,325,296,"-4.86","4.86","72.8","7.7",624,376,70,16,0,34,176,28.2,66,10.6,2.34597,0.57836,0.37521,-0.37293,"92.6",169,48.138297872340424,15.425531914893616,9.294871794871796,5.73,-0.93,-0.06,2.34,0.308,58,"0.193317422",0.322,0.476,"-0.193317422",-0.013,-0.014000000000000012,-0.04,-0.023,31,"38.9",16.003873548108864,-6.804058931653289,32.22977510384127,0.4439935064935065,36.137222586030234,37.10684171921369
2509,650489,"Castro, Willi",2509,100,0.247,0.138,0.315,0.385,0.317,0.32,0.244,138,558,86.7,13.3,2241,89.2,89.48,374,1290,1219,0.29999999999999716,6.47,112,146,108,149,293,322,295,"-8.488","8.488","68.9","7.0",635,413,90,31,5,12,150,23.6,51,8,2.30014,0.61,0.36971,-0.36919,"91.2",156,36.803874092009686,7.021791767554479,4.566929133858268,5.81,-1.01,-0.12,2.31,0.331,29,"0.338302112",0.331,0.381,"-0.338302112",0.003,0,0.004,-0.003,29,"39.0",8.249649596332116,-4.6465940314787675,37.07381916795794,0.4345679012345679,32.99481399766887,32.30781497215092
2483,668709,"Bleday, JJ",2483,100,0.243,0.194,0.279,0.437,0.33,0.316,0.24,139,572,88.3,18.4,2236,88.8,88.97,294,1125,1358,0.20000000000000284,6.44,114,145,112,151,292,323,300,"-8.434","8.434","69.4","7.2",640,448,72,43,4,20,125,19.5,65,10.2,2.40137,0.54996,0.38437,-0.29478,"91.6",163,36.160714285714285,8.258928571428571,5.78125,5.76,-1.19,-0.21,2.27,0.322,37,"0.339669754",0.319,0.397,"-0.339669754",0.003,0.0030000000000000027,0.04,0.014,26.1,"37.5",9.649767001375828,-6.976150706306964,29.51997407769114,0.5154061624649859,39.97353291868954,30.9116536738633
2460,650490,"Díaz, Yandy",2460,100,0.281,0.133,0.314,0.414,0.331,0.336,0.277,158,563,92.2,5,2267,90.2,90.25,153,1079,1381,0.09999999999999432,6.44,111,151,124,149,307,327,293,"-6.034","6.034","72.1","7.5",621,472,112,31,1,14,95,15.3,50,8.1,2.16097,0.68883,0.42786,0.19584,"92.7",152,48.728813559322035,7.627118644067797,5.797101449275362,5.77,-1.02,0.13,2.31,0.341,36,"0.245284553",0.34,0.423,"-0.245284553",0.004,0.0010000000000000009,-0.009,-0.005,14.2,"38.9",2.90154024952753,8.058122072882894,25.310896028264278,0.3689516129032258,37.89440173389601,30.116031010871303
2454,514888,"Altuve, Jose",2454,100,0.295,0.145,0.337,0.439,0.344,0.316,0.262,185,628,85.2,13.4,2242,88.9,88.99,279,1263,1191,0.09999999999999432,6.45,107,151,107,146,292,325,292,"-16.689","16.689","66.7","7.7",680,509,134,31,0,20,119,17.5,45,6.6,2.34906,0.59008,0.35541,0.13818,"91.0",140,31.237721021611005,6.4833005893909625,4.852941176470589,5.81,-0.92,0.24,2.05,0.349,33,"0.68007335",0.319,0.399,"-0.68007335",0.033,0.02999999999999997,0.04,0.028,22.1,"38.8",15.634929869601738,-3.755320556454808,30.00795300991303,0.4850352112676056,40.04955540396525,27.682105589434773
2423,467793,"Santana, Carlos",2423,100,0.238,0.182,0.252,0.42,0.326,0.33,0.246,124,521,89.2,16.1,2231,88.6,88.93,244,1049,1374,0.30000000000001137,6.46,114,146,125,150,297,324,296,"-5.242","5.242","70.3","7.5",591,424,75,26,0,23,99,16.8,62,10.5,2.40237,0.54144,0.34273,-0.34273,"92.0",151,39.85849056603774,7.311320754716981,5.245346869712352,5.74,-0.91,-0.06,2.25,0.325,31,"0.216343376",0.332,0.415,"-0.216343376",-0.008,-0.007000000000000006,0.005,-0.004,23.3,"37.8",11.452795388175227,-4.044818851796426,27.052094778533135,0.6121827411167513,37.59821373113387,33.95988857585766
2415,682985,"Greene, Riley",2415,100,0.262,0.217,0.329,0.479,0.355,0.353,0.253,134,512,91.3,12.2,2235,88.8,88.98,286,1069,1345,0.20000000000000284,6.41,117,147,123,152,294,328,302,"-20.191","20.191","73.5","7.1",581,358,77,27,6,24,156,26.9,61,10.5,2.34235,0.59118,0.37677,-0.23258,"92.2",161,46.927374301675975,13.40782122905028,8.261617900172118,5.73,-0.84,-0.2,2.34,0.345,48,"0.836066253",0.337,0.477,"-0.836066253",0.009,0.007999999999999952,0.002,0.002,26.8,"38.6",10.86769102993897,1.422300536103657,43.4112944972413,0.41896024464831805,32.27912914000689,31.616664766905377
2400,665926,"Giménez, Andrés",2400,100,0.252,0.087,0.286,0.34,0.281,0.296,0.262,147,583,85.4,8.3,2245,88.9,89.22,309,1354,1046,0.29999999999999716,6.43,111,145,105,150,284,319,297,"16.131","-16.131","65.9","6.8",632,495,115,22,1,9,97,15.3,25,4,2.33176,0.58468,0.32906,-0.18972,"90.6",140,28.484848484848484,2.8282828282828283,2.2151898734177213,5.78,-0.83,-0.16,2.29,0.297,14,"-0.672125",0.309,0.355,"0.672125",-0.01,-0.01200000000000001,-0.015,-0.015,22.8,"38.1",8.613107942133917,1.4593009611777146,31.939354462518825,0.4798061389337641,38.66542083995998,29.082907981039714
2393,608324,"Bregman, Alex",2393,100,0.26,0.193,0.264,0.453,0.331,0.319,0.257,151,581,89.1,18.2,2259,89.6,89.71,138,1075,1318,0.10000000000000853,6.47,107,151,120,146,295,325,291,"-10.11","10.11","69.8","6.9",633,499,93,30,2,26,86,13.6,43,6.8,2.25181,0.64215,0.37681,0.12562,"91.8",167,40.480961923847694,6.4128256513026045,5.055292259083728,5.77,-0.8,0.23,2.27,0.314,32,"0.42248224",0.313,0.417,"-0.42248224",0.003,0.0010000000000000009,0.036,0.012,12.8,"37.6",11.596754003049432,-1.7230047691155517,28.53438006072708,0.6606786427145709,35.1170322062548,29.77923299712489
2385,677594,"Rodríguez, Julio",2385,100,0.273,0.136,0.344,0.409,0.321,0.344,0.275,155,567,91.7,10.5,2273,89.1,89.34,400,1295,1090,0.20000000000000284,6.44,107,150,121,147,304,326,294,"-6.852","6.852","74.4","7.8",612,413,118,17,0,20,156,25.5,37,6,2.31344,0.59981,0.29125,0.05053,"92.8",154,48.426150121065376,10.16949152542373,6.862745098039216,5.74,-0.9,0.13,2.27,0.324,42,"0.287295597",0.326,0.463,"-0.287295597",-0.002,-0.0020000000000000018,-0.054,-0.023,30.9,"39.1",7.180811395640862,-1.0860057962745946,32.976973846296595,0.44573322286661143,39.14081263919359,32.48989043035677
2378,667670,"Rooker, Brent",2378,100,0.293,0.269,0.362,0.562,0.392,0.38,0.266,160,546,91.9,18.9,2265,89,89.19,407,1193,1185,0.20000000000000284,6.44,108,151,123,146,303,324,295,"-40.865","40.865","71.8","7.0",610,373,93,26,2,39,177,29,55,9,2.30904,0.61586,0.323,0.14753,"92.6",171,49.597855227882036,16.621983914209114,10.163934426229508,5.78,-1.07,0.26,2.28,0.361,62,"1.718460892",0.337,0.557,"-1.718460892",0.027,0.023999999999999966,0.005,0.012,34.1,"38.1",10.921287662265394,-4.270061831672182,35.83293741196847,0.4550359712230216,36.68564387885294,33.293478882038535
2375,646240,"Devers, Rafael",2375,100,0.272,0.244,0.323,0.516,0.364,0.364,0.272,143,525,93.2,11.6,2274,90,90.29,373,1209,1166,0.29999999999999716,6.46,114,146,130,151,286,325,308,"-25.987","25.987","70.8","7.4",587,384,76,34,5,28,147,25,53,9,2.18641,0.66719,0.39005,-0.08675,"93.2",171,52.604166666666664,13.020833333333334,8.517887563884157,5.7,-0.36,-0.18,2.37,0.339,50,"1.094189474",0.339,0.509,"-1.094189474",0,0,0.007,0,30.9,"37.5",7.655762670373485,8.608024487461776,28.430969151659305,0.5679785330948122,35.89193390913982,28.02488046478987
2360,672580,"Garcia, Maikel",2360,100,0.231,0.101,0.268,0.332,0.27,0.3,0.26,133,575,89.4,5.7,2293,89.8,90.16,161,1025,1335,0.4000000000000057,6.44,107,151,112,147,308,324,294,"23.974","-23.974","68.5","7.0",626,481,94,27,5,7,103,16.5,42,6.7,2.17982,0.67851,0.29915,0.08561,"92.1",156,42.82744282744283,3.7422037422037424,2.8753993610223643,5.78,-0.88,0.28,2.38,0.281,18,"-1.015847458",0.31,0.366,"1.015847458",-0.029,-0.02899999999999997,-0.034,-0.03,15.7,"39.5",3.5937804032119463,4.907212285374014,28.603988754683765,0.43067226890756305,35.83790703335994,32.34356633094243
2356,663993,"Lowe, Nathaniel",2356,100,0.265,0.136,0.324,0.401,0.337,0.328,0.252,129,486,88.9,7.7,2255,90.1,90.26,207,1007,1349,0.20000000000000284,6.41,115,148,127,151,296,327,304,"-10.867","10.867","71.7","7.2",564,365,96,16,1,16,125,22.2,70,12.4,2.17253,0.67835,0.42137,-0.19511,"91.7",159,40,5.7534246575342465,3.723404255319149,5.75,-0.82,-0.05,2.46,0.36,21,"0.461247878",0.351,0.38,"-0.461247878",0.013,0.009000000000000008,0.021,0.009,20.6,"37.6",6.402417053797444,8.957230625466604,30.012717697990887,0.477432296890672,38.02884463241323,27.944403712563243
2356,694384,"Schanuel, Nolan",2356,100,0.25,0.112,0.285,0.362,0.315,0.318,0.254,130,519,85.5,9.9,2252,89.6,89.77,142,985,1371,0.20000000000000284,6.42,117,147,116,151,291,319,300,"-3.543","3.543","63.1","6.5",607,426,98,19,0,13,103,17,68,11.2,2.24687,0.63256,0.3856,-0.199,"90.2",149,25.352112676056336,3.5211267605633805,2.471169686985173,5.8,-1,-0.25,2.35,0.343,15,"0.150382003",0.348,0.355,"-0.150382003",-0.004,-0.004999999999999949,0.007,-0.003,14.4,"37.8",7.895007281717778,2.170500295022635,38.64385495426951,0.4407744874715262,33.47086899744868,26.66184954697044
2342,657077,"Verdugo, Alex",2342,100,0.233,0.124,0.253,0.357,0.284,0.302,0.25,130,558,87.7,9.7,2222,89.4,89.66,162,1046,1296,0.29999999999999716,6.49,115,146,116,151,288,323,298,"17.511","-17.511","66.4","6.2",620,478,88,28,1,13,92,14.8,49,7.9,2.26936,0.63971,0.41563,-0.17435,"91.2",147,34.93723849372385,5.648535564853557,4.354838709677419,5.76,-0.64,-0.19,2.39,0.291,27,"-0.747694278",0.31,0.374,"0.747694278",-0.017,-0.019000000000000017,-0.017,-0.018,15.5,"38.4",4.055198375265487,1.2078198428725375,31.435983829331665,0.4140127388535032,32.93351118594435,31.82303500553885
2337,683734,"Vaughn, Andrew",2337,100,0.246,0.156,0.285,0.402,0.304,0.32,0.244,140,569,90.3,16.6,2265,88.5,88.84,254,1154,1183,0.29999999999999716,6.52,108,151,122,147,304,323,290,"1.511","-1.511","69.5","7.5",618,443,90,30,1,19,131,21.2,38,6.1,2.41126,0.54354,0.22366,0.01766,"92.2",166,43.340857787810386,9.255079006772009,6.634304207119741,5.74,-0.89,0.18,2.24,0.298,41,"-0.064655541",0.298,0.441,"0.064655541",0.002,0,-0.039,-0.016,22,"37.3",8.955580432789839,-3.043460446877929,28.35794169537755,0.5395948434622467,38.584228266039275,30.809401669809862
2327,669701,"Smith, Josh",2327,100,0.258,0.136,0.311,0.394,0.323,0.304,0.242,135,523,87.1,14.9,2241,89.1,89.16,239,1095,1232,0.10000000000000853,6.39,115,146,110,151,291,324,299,"-5.052","5.052","67.4","6.6",591,407,91,30,1,13,121,20.5,45,7.6,2.34077,0.58075,0.3961,-0.1923,"91.1",149,37.1007371007371,3.6855036855036856,2.5380710659898478,5.76,-0.93,-0.13,2.27,0.336,15,"0.217103567",0.323,0.352,"-0.217103567",0.016,0.013000000000000012,0.042,0.019,21.8,"37.9",10.774583000230637,-3.5058415405057537,37.5565335519677,0.4116541353383459,35.7598596645116,32.89145464288352
2320,457759,"Turner, Justin",2320,100,0.259,0.124,0.299,0.383,0.327,0.328,0.252,119,460,87.2,17.8,2289,90.5,90.72,179,1054,1266,0.20000000000000284,6.47,108,151,122,147,300,322,289,"-4.383","4.383","63.3","6.3",537,372,84,24,0,11,95,17.7,57,10.6,2.074,0.75085,0.38209,0.11474,"90.4",176,32.526881720430104,4.56989247311828,3.165735567970205,5.75,-0.78,0.34,2.38,0.352,17,"0.188922414",0.349,0.383,"-0.188922414",0.007,0.0030000000000000027,0,-0.001,17,"39.1",8.145877914525991,1.3392608508230595,34.5002484410971,0.4895397489539749,31.987447668353532,36.040641049581005
2312,663837,"Vierling, Matt",2312,100,0.257,0.166,0.303,0.423,0.317,0.309,0.256,133,518,89.4,11.5,2282,89.5,89.71,193,990,1322,0.20000000000000284,6.41,107,151,117,146,300,324,289,"-0.646","0.646","69.8","7.3",566,402,84,28,5,16,121,21.4,40,7.1,2.21727,0.67191,0.32095,0.06127,"91.7",167,40.547263681592035,7.462686567164178,5.30035335689046,5.75,-0.83,0.26,2.38,0.311,30,"0.027941176",0.312,0.393,"-0.027941176",0.001,-0.0010000000000000009,0.03,0.008,19.5,"39.2",5.800453481920077,2.4792057468992046,29.31343430158481,0.4794520547945205,37.28801353904881,28.892588164892175
2311,681297,"Cowser, Colton",2311,100,0.242,0.204,0.317,0.447,0.331,0.326,0.23,121,499,90.3,13.1,2229,89,89.25,313,1029,1282,0.20000000000000284,6.46,116,146,114,151,297,327,303,"-7.67","7.67","71.6","6.9",559,330,70,24,3,24,172,30.8,50,8.9,2.37556,0.54888,0.39423,-0.29333,"91.9",165,46.06060606060606,13.636363636363635,8.050089445438283,5.71,-0.9,-0.21,2.31,0.318,45,"0.331890956",0.31,0.437,"-0.331890956",0.012,0.008000000000000007,0.01,0.005,30.4,"37.3",13.094905665121379,0.5790029692563297,38.724760470414,0.4275724275724276,38.482166543796204,34.22768398653265
2304,543807,"Springer, George",2304,100,0.22,0.15,0.245,0.371,0.298,0.322,0.244,120,545,87.5,9.4,2283,89,89.23,286,1131,1173,0.20000000000000284,6.45,108,152,122,147,300,324,291,"2.928","-2.928","69.6","7.4",614,432,79,19,3,19,115,18.7,60,9.8,2.32779,0.59377,0.3043,0.04903,"91.7",139,37.26851851851852,9.25925925925926,6.514657980456026,5.74,-0.87,0.19,2.29,0.303,40,"-0.127083333",0.325,0.402,"0.127083333",-0.024,-0.02200000000000002,-0.031,-0.024,25.3,"37.9",10.283220937368034,2.471873042553248,33.97577001620779,0.5028462998102466,38.05667138361404,20.876421840408945
2301,521692,"Perez, Salvador",2301,100,0.271,0.185,0.302,0.456,0.335,0.36,0.275,160,590,91.1,19,2281,88.5,88.86,370,1330,971,0.4000000000000057,6.47,108,151,123,146,306,329,301,"-10.202","10.202","71.8","7.9",643,467,105,28,0,27,129,20.1,35,5.4,2.43723,0.51099,0.14371,-0.00235,"92.6",171,44.75374732334047,12.205567451820128,8.864696734059098,5.76,-0.99,0.42,2.25,0.321,57,"0.443372447",0.325,0.522,"-0.443372447",-0.004,-0.0040000000000000036,-0.066,-0.025,27.8,"40.0",13.727046237790026,-6.78428876073473,34.952243702584205,0.5146476642913698,39.22169299138665,29.75750213442965
2289,687263,"Neto, Zach",2289,100,0.249,0.194,0.295,0.443,0.33,0.317,0.236,135,542,87.6,11.2,2271,88.7,88.89,303,1119,1170,0.20000000000000284,6.45,106,151,112,146,303,323,293,"-7.063","7.063","68.1","7.0",601,407,77,34,1,23,140,23.3,38,6.3,2.40756,0.53754,0.28094,0.10945,"92.1",143,38.82063882063882,8.353808353808354,5.657237936772046,5.78,-1.16,0.3,2.19,0.317,34,"0.308562691",0.306,0.414,"-0.308562691",0.013,0.01100000000000001,0.029,0.013,27.1,"37.9",13.187551393962877,-4.958589780745986,33.78625547742912,0.5407766990291262,33.12264769991568,33.39520195875265
